date,supplier,category,sku,units_sold,retail_price,base_cost,freight_pct,duty_pct,packaging_pct,handling_pct,rebate_pct,shrink_pct
2025-01-01,Global Beverages,Dairy,GLO-DAI-01,3993,3.05,1.92,0.032,0.002,0.026,0.017,0.024,0.007
2025-01-01,Global Beverages,Dairy,GLO-DAI-02,2852,1.28,0.81,0.057,0.023,0.016,0.005,0.01,0.017
2025-01-01,Global Beverages,Dairy,GLO-DAI-03,1902,4.29,2.71,0.041,0.029,0.01,0.006,0.024,0.015
2025-01-01,Global Beverages,Dairy,GLO-DAI-04,679,5.59,4.2,0.029,0.031,0.005,0.007,0.03,0.005
2025-01-01,Global Beverages,Snacks,GLO-SNA-00,3789,3.06,2.65,0.058,0.044,0.012,0.008,0.019,0.0
2025-01-01,Global Beverages,Snacks,GLO-SNA-01,650,1.3,0.99,0.038,0.044,0.019,0.019,0.002,0.002
2025-01-01,Global Beverages,Snacks,GLO-SNA-02,1837,5.51,4.87,0.036,0.023,0.013,0.014,0.018,0.009
2025-01-01,Global Beverages,Snacks,GLO-SNA-03,505,1.85,1.1,0.016,0.026,0.011,0.01,0.04,0.014
2025-01-01,Global Beverages,Bakery,GLO-BAK-00,3296,1.7,1.18,0.038,0.004,0.005,0.015,0.026,0.008
2025-01-01,Global Beverages,Bakery,GLO-BAK-01,310,3.22,2.55,0.039,0.001,0.03,0.006,0.039,0.011
2025-01-01,Global Beverages,Bakery,GLO-BAK-02,2015,2.67,1.86,0.022,0.005,0.009,0.017,0.027,0.011
2025-01-01,Global Beverages,Bakery,GLO-BAK-03,3641,2.76,2.32,0.032,0.031,0.021,0.018,0.013,0.014
2025-01-01,Global Beverages,Beverages,GLO-BEV-00,573,4.99,3.65,0.042,0.037,0.02,0.005,0.008,0.016
2025-01-01,Global Beverages,Beverages,GLO-BEV-01,2083,5.0,3.44,0.036,0.003,0.01,0.019,0.036,0.013
2025-01-01,Global Beverages,Beverages,GLO-BEV-02,1391,3.97,2.78,0.036,0.05,0.008,0.015,0.016,0.003
2025-02-01,Unilever,Haircare,UNI-HAI-00,1662,6.22,5.45,0.055,0.05,0.01,0.01,0.027,0.01
2025-02-01,Unilever,Haircare,UNI-HAI-01,1118,4.2,3.77,0.027,0.012,0.021,0.008,0.013,0.004
2025-02-01,Unilever,Haircare,UNI-HAI-02,3359,5.06,2.83,0.028,0.039,0.019,0.009,0.028,0.011
2025-02-01,Unilever,Haircare,UNI-HAI-03,2780,5.02,3.89,0.034,0.007,0.012,0.011,0.024,0.01
2025-02-01,Unilever,Haircare,UNI-HAI-04,1760,2.69,1.89,0.055,0.012,0.007,0.01,0.004,0.003
2025-02-01,Unilever,Oral Care,UNI-ORA-00,1578,1.24,0.7,0.046,0.018,0.008,0.009,0.026,0.006
2025-02-01,Unilever,Oral Care,UNI-ORA-01,707,1.58,1.21,0.026,0.031,0.025,0.014,0.012,0.005
2025-02-01,Unilever,Skincare,UNI-SKI-00,680,2.41,1.5,0.022,0.015,0.019,0.014,0.017,0.012
2025-02-01,Unilever,Skincare,UNI-SKI-01,2295,1.89,1.55,0.049,0.036,0.019,0.005,0.014,0.012
2025-02-01,Unilever,Skincare,UNI-SKI-02,715,4.54,3.62,0.05,0.047,0.006,0.007,0.035,0.009
2025-02-01,Unilever,Dairy,UNI-DAI-00,2326,4.61,3.69,0.057,0.05,0.023,0.009,0.035,0.001
2025-02-01,Unilever,Dairy,UNI-DAI-01,3637,1.22,0.73,0.01,0.045,0.006,0.008,0.017,0.007
2025-02-01,Unilever,Dairy,UNI-DAI-02,3779,5.15,4.28,0.026,0.021,0.01,0.02,0.026,0.019
2025-02-01,Unilever,Dairy,UNI-DAI-03,3477,2.99,2.63,0.018,0.008,0.013,0.006,0.007,0.019
2025-02-01,Unilever,Dairy,UNI-DAI-04,1857,4.12,2.58,0.035,0.016,0.016,0.015,0.03,0.005
2025-02-01,Unilever,Snacks,UNI-SNA-00,3203,2.41,1.5,0.049,0.045,0.014,0.016,0.036,0.017
2025-02-01,Unilever,Snacks,UNI-SNA-01,3192,4.58,3.61,0.011,0.039,0.028,0.009,0.032,0.002
2025-02-01,Unilever,Snacks,UNI-SNA-02,3863,5.43,4.75,0.025,0.043,0.026,0.016,0.006,0.014
2025-02-01,Unilever,Snacks,UNI-SNA-03,2462,5.68,3.81,0.013,0.033,0.011,0.009,0.012,0.001
2025-02-01,Unilever,Bakery,UNI-BAK-00,1389,0.93,0.66,0.014,0.034,0.011,0.019,0.035,0.006
2025-02-01,Unilever,Bakery,UNI-BAK-01,3997,5.71,3.42,0.045,0.037,0.022,0.009,0.035,0.003
2025-02-01,Unilever,Bakery,UNI-BAK-02,815,5.71,5.17,0.021,0.004,0.01,0.017,0.027,0.013
2025-02-01,Unilever,Bakery,UNI-BAK-03,2822,4.93,3.64,0.04,0.023,0.026,0.017,0.028,0.002
2025-02-01,Unilever,Beverages,UNI-BEV-00,3541,4.66,3.76,0.028,0.044,0.023,0.007,0.016,0.018
2025-02-01,Unilever,Beverages,UNI-BEV-01,1558,1.3,0.88,0.053,0.012,0.022,0.014,0.035,0.003
2025-02-01,Unilever,Beverages,UNI-BEV-02,1711,3.1,1.86,0.011,0.027,0.029,0.011,0.014,0.007
2025-02-01,Unilever,Beverages,UNI-BEV-03,3369,1.84,1.33,0.012,0.006,0.015,0.006,0.016,0.009
2025-02-01,Unilever,Beverages,UNI-BEV-04,1580,4.61,3.55,0.031,0.021,0.025,0.008,0.033,0.013
2025-02-01,P&G,Haircare,P&G-HAI-00,1138,3.46,2.23,0.048,0.026,0.013,0.014,0.04,0.009
2025-02-01,P&G,Haircare,P&G-HAI-01,3931,0.91,0.63,0.039,0.024,0.027,0.007,0.022,0.01
2025-02-01,P&G,Oral Care,P&G-ORA-00,3549,5.5,4.56,0.047,0.044,0.023,0.008,0.028,0.006
2025-02-01,P&G,Oral Care,P&G-ORA-01,2372,2.85,1.96,0.041,0.036,0.008,0.006,0.04,0.005
2025-02-01,P&G,Oral Care,P&G-ORA-02,1822,5.1,3.32,0.041,0.004,0.016,0.016,0.027,0.016
2025-02-01,P&G,Skincare,P&G-SKI-00,1302,5.23,4.18,0.012,0.027,0.006,0.017,0.013,0.011
2025-02-01,P&G,Skincare,P&G-SKI-01,2829,2.29,1.72,0.06,0.043,0.007,0.016,0.014,0.0
2025-02-01,P&G,Dairy,P&G-DAI-00,3569,2.21,1.89,0.027,0.041,0.005,0.01,0.01,0.005
2025-02-01,P&G,Dairy,P&G-DAI-01,3702,1.94,1.37,0.013,0.011,0.014,0.012,0.039,0.016
2025-02-01,P&G,Dairy,P&G-DAI-02,1722,2.75,1.62,0.058,0.003,0.012,0.009,0.013,0.003
2025-02-01,P&G,Dairy,P&G-DAI-03,1333,6.03,4.92,0.024,0.016,0.006,0.016,0.002,0.017
2025-02-01,P&G,Dairy,P&G-DAI-04,2957,1.34,1.21,0.022,0.043,0.009,0.018,0.001,0.01
2025-02-01,P&G,Snacks,P&G-SNA-00,3883,6.13,5.43,0.051,0.044,0.01,0.009,0.012,0.008
2025-02-01,P&G,Snacks,P&G-SNA-01,2699,5.13,3.67,0.04,0.035,0.01,0.012,0.033,0.013
2025-02-01,P&G,Bakery,P&G-BAK-00,3611,4.61,2.74,0.03,0.04,0.011,0.008,0.038,0.004
2025-02-01,P&G,Bakery,P&G-BAK-01,1267,6.33,5.2,0.045,0.043,0.008,0.016,0.02,0.017
2025-02-01,P&G,Beverages,P&G-BEV-00,798,4.37,3.18,0.034,0.038,0.021,0.014,0.018,0.011
2025-02-01,P&G,Beverages,P&G-BEV-01,2830,5.87,4.59,0.05,0.003,0.013,0.01,0.025,0.007
2025-02-01,P&G,Beverages,P&G-BEV-02,2830,5.52,4.44,0.038,0.012,0.016,0.02,0.026,0.011
2025-02-01,P&G,Beverages,P&G-BEV-03,3987,4.27,3.45,0.028,0.041,0.01,0.012,0.032,0.004
2025-02-01,P&G,Beverages,P&G-BEV-04,3563,3.8,2.67,0.02,0.021,0.007,0.014,0.034,0.015
2025-02-01,Own Label,Haircare,OWN-HAI-00,626,1.39,0.87,0.037,0.01,0.019,0.008,0.034,0.008
2025-02-01,Own Label,Haircare,OWN-HAI-01,2243,1.59,1.06,0.056,0.008,0.029,0.008,0.03,0.011
2025-02-01,Own Label,Haircare,OWN-HAI-02,894,2.48,1.44,0.054,0.036,0.013,0.014,0.008,0.018
2025-02-01,Own Label,Haircare,OWN-HAI-03,356,2.8,2.53,0.047,0.03,0.027,0.006,0.01,0.009
2025-02-01,Own Label,Haircare,OWN-HAI-04,1196,5.79,3.37,0.034,0.035,0.012,0.014,0.033,0.004
2025-02-01,Own Label,Oral Care,OWN-ORA-00,3057,4.0,2.64,0.032,0.016,0.023,0.017,0.033,0.02
2025-02-01,Own Label,Oral Care,OWN-ORA-01,3115,6.17,4.82,0.047,0.04,0.026,0.011,0.002,0.008
2025-02-01,Own Label,Skincare,OWN-SKI-00,343,3.42,2.83,0.028,0.032,0.01,0.016,0.022,0.004
2025-02-01,Own Label,Skincare,OWN-SKI-01,398,3.61,2.02,0.029,0.005,0.018,0.011,0.025,0.016
2025-02-01,Own Label,Skincare,OWN-SKI-02,1784,5.93,4.41,0.045,0.013,0.016,0.007,0.008,0.0
2025-02-01,Own Label,Skincare,OWN-SKI-03,1801,1.02,0.7,0.027,0.019,0.008,0.016,0.034,0.019
2025-02-01,Own Label,Skincare,OWN-SKI-04,1406,5.0,4.17,0.059,0.029,0.014,0.015,0.003,0.018
2025-02-01,Own Label,Dairy,OWN-DAI-00,3289,2.74,2.33,0.04,0.02,0.017,0.018,0.014,0.017
2025-02-01,Own Label,Dairy,OWN-DAI-01,2866,1.37,0.93,0.044,0.014,0.026,0.016,0.032,0.002
2025-02-01,Own Label,Dairy,OWN-DAI-02,1610,2.0,1.26,0.012,0.016,0.019,0.018,0.027,0.009
2025-02-01,Own Label,Snacks,OWN-SNA-00,3774,4.93,4.41,0.036,0.013,0.006,0.016,0.005,0.006
2025-02-01,Own Label,Snacks,OWN-SNA-01,1082,3.6,2.06,0.019,0.035,0.023,0.018,0.023,0.002
2025-02-01,Own Label,Snacks,OWN-SNA-02,3283,5.17,3.98,0.02,0.033,0.021,0.014,0.02,0.011
2025-02-01,Own Label,Bakery,OWN-BAK-00,2883,3.81,2.37,0.05,0.009,0.007,0.012,0.026,0.009
2025-02-01,Own Label,Bakery,OWN-BAK-01,3228,5.41,3.25,0.013,0.045,0.015,0.009,0.029,0.017
2025-02-01,Own Label,Bakery,OWN-BAK-02,3972,3.56,2.4,0.056,0.001,0.019,0.016,0.019,0.002
2025-02-01,Own Label,Bakery,OWN-BAK-03,2959,2.79,1.72,0.024,0.023,0.017,0.017,0.03,0.009
2025-02-01,Own Label,Beverages,OWN-BEV-00,2039,1.54,0.99,0.051,0.019,0.03,0.012,0.032,0.008
2025-02-01,Own Label,Beverages,OWN-BEV-01,431,5.57,3.31,0.012,0.022,0.026,0.009,0.017,0.001
2025-02-01,Own Label,Beverages,OWN-BEV-02,634,4.13,3.14,0.027,0.016,0.008,0.011,0.004,0.015
2025-02-01,Own Label,Beverages,OWN-BEV-03,338,5.76,4.37,0.036,0.014,0.018,0.018,0.027,0.006
2025-02-01,Own Label,Beverages,OWN-BEV-04,1153,5.14,3.36,0.026,0.046,0.006,0.012,0.037,0.012
2025-02-01,Regional Dairy,Haircare,REG-HAI-00,3453,2.3,1.56,0.053,0.028,0.018,0.006,0.001,0.019
2025-02-01,Regional Dairy,Haircare,REG-HAI-01,2836,5.72,4.62,0.011,0.02,0.026,0.01,0.001,0.015
2025-02-01,Regional Dairy,Haircare,REG-HAI-02,528,3.18,2.78,0.042,0.045,0.021,0.007,0.012,0.004
2025-02-01,Regional Dairy,Oral Care,REG-ORA-00,1998,5.16,4.13,0.025,0.009,0.024,0.012,0.009,0.012
2025-02-01,Regional Dairy,Oral Care,REG-ORA-01,620,6.47,4.64,0.023,0.022,0.026,0.008,0.038,0.007
2025-02-01,Regional Dairy,Oral Care,REG-ORA-02,454,3.28,2.49,0.011,0.002,0.016,0.017,0.035,0.002
2025-02-01,Regional Dairy,Oral Care,REG-ORA-03,2771,3.16,2.48,0.041,0.006,0.029,0.008,0.018,0.01
2025-02-01,Regional Dairy,Skincare,REG-SKI-00,2837,1.46,1.03,0.041,0.011,0.021,0.019,0.04,0.001
2025-02-01,Regional Dairy,Skincare,REG-SKI-01,854,5.04,2.89,0.029,0.014,0.013,0.02,0.026,0.014
2025-02-01,Regional Dairy,Skincare,REG-SKI-02,3552,3.17,2.02,0.041,0.032,0.026,0.016,0.022,0.013
2025-02-01,Regional Dairy,Dairy,REG-DAI-00,304,4.22,3.08,0.017,0.012,0.012,0.019,0.009,0.006
2025-02-01,Regional Dairy,Dairy,REG-DAI-01,3784,1.84,1.25,0.03,0.003,0.02,0.018,0.006,0.012
2025-02-01,Regional Dairy,Dairy,REG-DAI-02,2541,5.36,3.1,0.024,0.029,0.011,0.019,0.005,0.016
2025-02-01,Regional Dairy,Snacks,REG-SNA-00,1126,5.1,3.39,0.036,0.043,0.017,0.01,0.021,0.014
2025-02-01,Regional Dairy,Snacks,REG-SNA-01,3810,3.46,2.51,0.029,0.048,0.022,0.006,0.035,0.01
2025-02-01,Regional Dairy,Snacks,REG-SNA-02,3064,1.52,0.85,0.046,0.044,0.011,0.007,0.002,0.016
2025-02-01,Regional Dairy,Snacks,REG-SNA-03,2775,3.77,2.48,0.033,0.043,0.013,0.008,0.005,0.006
2025-02-01,Regional Dairy,Bakery,REG-BAK-00,218,3.54,2.24,0.018,0.017,0.028,0.01,0.04,0.01
2025-02-01,Regional Dairy,Bakery,REG-BAK-01,430,5.89,4.24,0.045,0.049,0.006,0.006,0.029,0.006
2025-02-01,Regional Dairy,Bakery,REG-BAK-02,284,5.19,3.01,0.012,0.001,0.01,0.011,0.037,0.009
2025-02-01,Regional Dairy,Bakery,REG-BAK-03,2394,5.29,2.93,0.048,0.045,0.016,0.013,0.019,0.008
2025-02-01,Regional Dairy,Bakery,REG-BAK-04,461,5.99,5.03,0.034,0.047,0.006,0.019,0.002,0.011
2025-02-01,Regional Dairy,Beverages,REG-BEV-00,355,2.37,1.72,0.026,0.048,0.026,0.016,0.024,0.016
2025-02-01,Regional Dairy,Beverages,REG-BEV-01,3498,1.36,0.83,0.032,0.026,0.011,0.01,0.003,0.006
2025-02-01,Niche Snacks,Haircare,NIC-HAI-00,1591,6.19,4.17,0.039,0.045,0.005,0.017,0.038,0.002
2025-02-01,Niche Snacks,Haircare,NIC-HAI-01,902,4.32,3.88,0.049,0.001,0.018,0.015,0.03,0.004
2025-02-01,Niche Snacks,Haircare,NIC-HAI-02,1689,2.51,1.88,0.037,0.02,0.009,0.02,0.034,0.01
2025-02-01,Niche Snacks,Haircare,NIC-HAI-03,2975,1.23,0.8,0.015,0.015,0.007,0.015,0.005,0.017
2025-02-01,Niche Snacks,Oral Care,NIC-ORA-00,3882,0.98,0.86,0.011,0.012,0.006,0.01,0.021,0.016
2025-02-01,Niche Snacks,Oral Care,NIC-ORA-01,1588,5.44,3.47,0.021,0.025,0.012,0.005,0.026,0.01
2025-02-01,Niche Snacks,Oral Care,NIC-ORA-02,1369,5.63,3.26,0.045,0.033,0.027,0.009,0.018,0.019
2025-02-01,Niche Snacks,Oral Care,NIC-ORA-03,1385,2.98,1.74,0.033,0.02,0.027,0.009,0.039,0.019
2025-02-01,Niche Snacks,Skincare,NIC-SKI-00,1621,2.85,2.51,0.058,0.022,0.013,0.013,0.028,0.005
2025-02-01,Niche Snacks,Skincare,NIC-SKI-01,603,2.19,1.29,0.051,0.007,0.024,0.006,0.038,0.014
2025-02-01,Niche Snacks,Dairy,NIC-DAI-00,1581,5.18,3.83,0.049,0.026,0.021,0.017,0.016,0.0
2025-02-01,Niche Snacks,Dairy,NIC-DAI-01,2234,4.3,2.51,0.044,0.003,0.02,0.016,0.008,0.017
2025-02-01,Niche Snacks,Dairy,NIC-DAI-02,1301,5.46,3.85,0.025,0.047,0.022,0.007,0.003,0.01
2025-02-01,Niche Snacks,Snacks,NIC-SNA-00,1742,2.32,2.03,0.014,0.036,0.012,0.016,0.029,0.0
2025-02-01,Niche Snacks,Snacks,NIC-SNA-01,916,2.95,2.05,0.059,0.048,0.025,0.009,0.003,0.006
2025-02-01,Niche Snacks,Bakery,NIC-BAK-00,3327,3.73,3.12,0.053,0.042,0.014,0.015,0.013,0.001
2025-02-01,Niche Snacks,Bakery,NIC-BAK-01,2224,6.46,5.41,0.021,0.009,0.027,0.012,0.005,0.017
2025-02-01,Niche Snacks,Bakery,NIC-BAK-02,3715,3.4,2.78,0.045,0.049,0.011,0.015,0.024,0.018
2025-02-01,Niche Snacks,Bakery,NIC-BAK-03,2600,3.12,2.21,0.038,0.0,0.012,0.013,0.029,0.003
2025-02-01,Niche Snacks,Beverages,NIC-BEV-00,1339,3.8,2.16,0.022,0.025,0.013,0.008,0.02,0.006
2025-02-01,Niche Snacks,Beverages,NIC-BEV-01,2169,3.4,2.57,0.025,0.023,0.009,0.01,0.025,0.006
2025-02-01,Niche Snacks,Beverages,NIC-BEV-02,2461,4.42,3.15,0.012,0.025,0.024,0.009,0.032,0.005
2025-02-01,Local Bakery,Haircare,LOC-HAI-00,1389,1.38,1.2,0.035,0.015,0.012,0.011,0.04,0.004
2025-02-01,Local Bakery,Haircare,LOC-HAI-01,2263,1.48,0.89,0.054,0.026,0.017,0.007,0.026,0.017
2025-02-01,Local Bakery,Haircare,LOC-HAI-02,3572,5.06,3.99,0.026,0.031,0.01,0.012,0.036,0.003
2025-02-01,Local Bakery,Oral Care,LOC-ORA-00,670,5.5,5.0,0.033,0.025,0.019,0.019,0.034,0.003
2025-02-01,Local Bakery,Oral Care,LOC-ORA-01,3310,6.49,4.2,0.024,0.047,0.006,0.015,0.029,0.017
2025-02-01,Local Bakery,Skincare,LOC-SKI-00,1325,6.36,3.65,0.051,0.032,0.021,0.007,0.026,0.02
2025-02-01,Local Bakery,Skincare,LOC-SKI-01,480,5.11,3.92,0.021,0.005,0.007,0.014,0.033,0.017
2025-02-01,Local Bakery,Skincare,LOC-SKI-02,1411,5.29,4.76,0.024,0.02,0.028,0.01,0.037,0.02
2025-02-01,Local Bakery,Skincare,LOC-SKI-03,3660,2.89,2.32,0.043,0.036,0.012,0.01,0.005,0.013
2025-02-01,Local Bakery,Dairy,LOC-DAI-00,3927,4.25,3.71,0.055,0.022,0.016,0.006,0.027,0.016
2025-02-01,Local Bakery,Dairy,LOC-DAI-01,1921,4.11,2.47,0.057,0.018,0.016,0.015,0.013,0.005
2025-02-01,Local Bakery,Snacks,LOC-SNA-00,2182,1.04,0.85,0.036,0.03,0.021,0.013,0.023,0.014
2025-02-01,Local Bakery,Snacks,LOC-SNA-01,1617,4.16,2.58,0.019,0.009,0.006,0.014,0.034,0.0
2025-02-01,Local Bakery,Snacks,LOC-SNA-02,611,1.51,0.94,0.06,0.027,0.012,0.02,0.039,0.009
2025-02-01,Local Bakery,Bakery,LOC-BAK-00,2162,5.6,4.56,0.044,0.045,0.022,0.009,0.028,0.006
2025-02-01,Local Bakery,Bakery,LOC-BAK-01,3344,5.71,5.17,0.041,0.009,0.008,0.017,0.023,0.012
2025-02-01,Local Bakery,Beverages,LOC-BEV-00,1025,4.84,4.16,0.013,0.037,0.026,0.009,0.026,0.006
2025-02-01,Local Bakery,Beverages,LOC-BEV-01,2120,1.08,0.98,0.02,0.039,0.024,0.008,0.025,0.001
2025-02-01,Local Bakery,Beverages,LOC-BEV-02,3092,2.09,1.26,0.048,0.025,0.028,0.007,0.026,0.005
2025-02-01,Global Beverages,Haircare,GLO-HAI-00,1494,4.73,3.64,0.048,0.015,0.016,0.011,0.039,0.006
2025-02-01,Global Beverages,Haircare,GLO-HAI-01,1326,5.97,3.41,0.052,0.023,0.011,0.018,0.008,0.019
2025-02-01,Global Beverages,Haircare,GLO-HAI-02,3273,5.98,3.66,0.058,0.023,0.029,0.015,0.012,0.004
2025-02-01,Global Beverages,Haircare,GLO-HAI-03,1335,5.48,3.69,0.039,0.026,0.018,0.007,0.017,0.009
2025-02-01,Global Beverages,Haircare,GLO-HAI-04,1332,2.0,1.17,0.018,0.046,0.026,0.01,0.026,0.011
2025-02-01,Global Beverages,Oral Care,GLO-ORA-00,1835,4.72,3.69,0.023,0.002,0.016,0.018,0.023,0.017
2025-02-01,Global Beverages,Oral Care,GLO-ORA-01,2197,2.81,1.74,0.01,0.023,0.022,0.008,0.005,0.018
2025-02-01,Global Beverages,Skincare,GLO-SKI-00,954,2.15,1.86,0.051,0.022,0.017,0.008,0.003,0.011
2025-02-01,Global Beverages,Skincare,GLO-SKI-01,705,6.14,5.51,0.019,0.044,0.023,0.009,0.003,0.005
2025-02-01,Global Beverages,Skincare,GLO-SKI-02,2944,0.92,0.56,0.027,0.016,0.025,0.015,0.012,0.009
2025-02-01,Global Beverages,Dairy,GLO-DAI-00,3443,5.93,5.31,0.059,0.043,0.009,0.006,0.023,0.018
2025-02-01,Global Beverages,Dairy,GLO-DAI-01,1755,5.49,5.05,0.021,0.013,0.022,0.019,0.037,0.01
2025-02-01,Global Beverages,Snacks,GLO-SNA-00,2124,1.66,1.51,0.058,0.008,0.012,0.007,0.011,0.016
2025-02-01,Global Beverages,Snacks,GLO-SNA-01,2944,2.36,1.38,0.03,0.021,0.018,0.016,0.036,0.003
2025-02-01,Global Beverages,Snacks,GLO-SNA-02,670,2.48,1.43,0.013,0.006,0.02,0.019,0.02,0.017
2025-02-01,Global Beverages,Snacks,GLO-SNA-03,257,1.25,0.97,0.059,0.018,0.024,0.013,0.005,0.012
2025-02-01,Global Beverages,Snacks,GLO-SNA-04,596,1.09,0.86,0.053,0.017,0.015,0.018,0.033,0.014
2025-02-01,Global Beverages,Bakery,GLO-BAK-00,2094,6.0,3.64,0.041,0.001,0.021,0.009,0.018,0.007
2025-02-01,Global Beverages,Bakery,GLO-BAK-01,2628,2.69,1.98,0.018,0.048,0.026,0.018,0.016,0.015
2025-02-01,Global Beverages,Bakery,GLO-BAK-02,527,4.76,4.28,0.042,0.022,0.018,0.008,0.03,0.015
2025-02-01,Global Beverages,Bakery,GLO-BAK-03,428,5.0,3.18,0.051,0.029,0.01,0.009,0.025,0.017
2025-02-01,Global Beverages,Beverages,GLO-BEV-00,332,2.35,2.05,0.043,0.022,0.017,0.008,0.025,0.007
2025-02-01,Global Beverages,Beverages,GLO-BEV-01,2798,3.74,2.67,0.017,0.015,0.027,0.019,0.0,0.012
2025-02-01,Global Beverages,Beverages,GLO-BEV-02,1648,3.66,2.27,0.033,0.012,0.028,0.01,0.038,0.011
2025-03-01,Unilever,Haircare,UNI-HAI-00,1501,5.93,4.26,0.017,0.046,0.016,0.008,0.012,0.001
2025-03-01,Unilever,Haircare,UNI-HAI-01,3323,3.18,2.84,0.046,0.021,0.018,0.006,0.039,0.013
2025-03-01,Unilever,Haircare,UNI-HAI-02,3703,4.43,3.61,0.031,0.015,0.029,0.019,0.012,0.01
2025-03-01,Unilever,Haircare,UNI-HAI-03,328,4.67,3.63,0.055,0.004,0.013,0.009,0.04,0.008
2025-03-01,Unilever,Oral Care,UNI-ORA-00,338,4.73,2.97,0.022,0.014,0.015,0.009,0.001,0.018
2025-03-01,Unilever,Oral Care,UNI-ORA-01,1415,4.83,3.19,0.023,0.05,0.026,0.011,0.039,0.013
2025-03-01,Unilever,Oral Care,UNI-ORA-02,3040,1.08,0.64,0.042,0.045,0.021,0.007,0.005,0.017
2025-03-01,Unilever,Oral Care,UNI-ORA-03,578,3.18,2.66,0.034,0.045,0.028,0.006,0.037,0.017
2025-03-01,Unilever,Oral Care,UNI-ORA-04,1939,2.12,1.59,0.058,0.007,0.029,0.008,0.023,0.008
2025-03-01,Unilever,Skincare,UNI-SKI-00,872,2.43,1.7,0.059,0.027,0.018,0.009,0.028,0.0
2025-03-01,Unilever,Skincare,UNI-SKI-01,3273,4.63,3.96,0.011,0.027,0.016,0.012,0.003,0.014
2025-03-01,Unilever,Skincare,UNI-SKI-02,3657,5.19,3.26,0.026,0.041,0.018,0.018,0.009,0.012
2025-03-01,Unilever,Skincare,UNI-SKI-03,1024,6.29,4.67,0.014,0.031,0.011,0.017,0.033,0.02
2025-03-01,Unilever,Dairy,UNI-DAI-00,268,3.45,2.86,0.017,0.027,0.019,0.006,0.017,0.017
2025-03-01,Unilever,Dairy,UNI-DAI-01,750,6.29,5.59,0.048,0.004,0.016,0.007,0.001,0.012
2025-03-01,Unilever,Dairy,UNI-DAI-02,2947,2.89,2.43,0.022,0.032,0.011,0.016,0.035,0.003
2025-03-01,Unilever,Dairy,UNI-DAI-03,1998,3.24,1.84,0.024,0.023,0.008,0.012,0.034,0.012
2025-03-01,Unilever,Snacks,UNI-SNA-00,1376,1.97,1.43,0.028,0.018,0.018,0.014,0.032,0.007
2025-03-01,Unilever,Snacks,UNI-SNA-01,2713,3.65,3.15,0.052,0.02,0.013,0.012,0.023,0.005
2025-03-01,Unilever,Bakery,UNI-BAK-00,3903,3.62,2.44,0.015,0.012,0.029,0.01,0.007,0.009
2025-03-01,Unilever,Bakery,UNI-BAK-01,3654,2.08,1.67,0.054,0.015,0.007,0.009,0.027,0.007
2025-03-01,Unilever,Bakery,UNI-BAK-02,3255,2.35,1.5,0.033,0.038,0.01,0.016,0.001,0.008
2025-03-01,Unilever,Bakery,UNI-BAK-03,2189,2.5,2.04,0.057,0.046,0.02,0.012,0.033,0.014
2025-03-01,Unilever,Beverages,UNI-BEV-00,3061,5.5,3.9,0.019,0.014,0.012,0.013,0.009,0.002
2025-03-01,Unilever,Beverages,UNI-BEV-01,1247,6.19,5.64,0.029,0.046,0.019,0.009,0.028,0.013
2025-03-01,Unilever,Beverages,UNI-BEV-02,519,1.11,0.91,0.036,0.01,0.008,0.011,0.033,0.017
2025-03-01,Unilever,Beverages,UNI-BEV-03,1198,3.75,2.48,0.018,0.014,0.014,0.016,0.022,0.002
2025-03-01,P&G,Haircare,P&G-HAI-00,283,1.47,1.03,0.057,0.032,0.025,0.012,0.014,0.002
2025-03-01,P&G,Haircare,P&G-HAI-01,1636,1.56,1.29,0.015,0.001,0.015,0.02,0.007,0.013
2025-03-01,P&G,Haircare,P&G-HAI-02,1916,4.96,3.66,0.044,0.01,0.024,0.02,0.027,0.01
2025-03-01,P&G,Oral Care,P&G-ORA-00,2227,0.99,0.81,0.054,0.003,0.016,0.008,0.023,0.013
2025-03-01,P&G,Oral Care,P&G-ORA-01,1881,1.2,0.94,0.013,0.042,0.018,0.013,0.022,0.003
2025-03-01,P&G,Oral Care,P&G-ORA-02,1460,2.76,2.26,0.035,0.025,0.008,0.011,0.01,0.0
2025-03-01,P&G,Oral Care,P&G-ORA-03,3597,2.56,1.54,0.017,0.035,0.021,0.017,0.037,0.014
2025-03-01,P&G,Oral Care,P&G-ORA-04,957,1.69,1.51,0.015,0.048,0.02,0.005,0.036,0.01
2025-03-01,P&G,Skincare,P&G-SKI-00,874,5.2,4.64,0.034,0.016,0.025,0.015,0.036,0.014
2025-03-01,P&G,Skincare,P&G-SKI-01,3746,6.12,3.6,0.023,0.026,0.019,0.005,0.031,0.007
2025-03-01,P&G,Skincare,P&G-SKI-02,3183,1.97,1.35,0.015,0.031,0.008,0.02,0.031,0.008
2025-03-01,P&G,Dairy,P&G-DAI-00,1965,6.0,4.53,0.019,0.019,0.026,0.015,0.026,0.017
2025-03-01,P&G,Dairy,P&G-DAI-01,3022,4.63,2.92,0.021,0.036,0.018,0.011,0.007,0.004
2025-03-01,P&G,Dairy,P&G-DAI-02,992,4.93,2.87,0.033,0.009,0.013,0.005,0.016,0.011
2025-03-01,P&G,Dairy,P&G-DAI-03,1990,6.04,4.83,0.06,0.044,0.017,0.013,0.008,0.009
